,btc_start_date,price_open,price_close,volume_traded,eth_start_date,price_open,price_close,volume_traded,ltc_start_date,price_open,price_close,volume_traded,ada_start_date,price_open,price_close,volume_traded,xlm_start_date,price_open,price_close,volume_traded,xrp_start_date,price_open,price_close,volume_traded,zec_start_date,price_open,price_close,volume_traded,usdt_start_date,price_open,price_close,volume_traded,dash_start_date,price_open,price_close,volume_traded
1,2019-01-01T00:00:00.0000000Z,3690.9,3409.6,176513.3044,2019-01-01T00:00:00.0000000Z,130.77,105.69,3776588.002,2019-01-01T00:00:00.0000000Z,29.88,31.18,583744.1915,2019-01-01T00:00:00.0000000Z,0.040388,0.038247,124152466.8,2019-01-01T00:00:00.0000000Z,0.109636,0.080864,96426718.74,2019-01-01T00:00:00.0000000Z,0.34718,0.30649,240902654.9,2019-01-01T00:00:00.0000000Z,55.02,48.67,44283.7934,2019-01-01T00:00:00.0000000Z,0.9991,0.994,143206590.8,2019-01-01T00:00:00.0000000Z,77.635,66.55,39131.47556
2,2019-02-01T00:00:00.0000000Z,3409.6,3793.7,144024.7,2019-02-01T00:00:00.0000000Z,105.74,134.52,3774851.414,2019-02-01T00:00:00.0000000Z,31.18,45.35,946741.0146,2019-02-01T00:00:00.0000000Z,0.03807,0.042765,93318811.34,2019-02-01T00:00:00.0000000Z,0.081,0.083897,120494324.6,2019-02-01T00:00:00.0000000Z,0.30779,0.31267,292731267.6,2019-02-01T00:00:00.0000000Z,48.28,50.85,51594.07556,2019-02-01T00:00:00.0000000Z,0.9933,0.995,69437862.12,2019-02-01T00:00:00.0000000Z,66.63,80.96,41917.53092
3,2019-03-01T00:00:00.0000000Z,3793.6,4095.2,101402.4663,2019-03-01T00:00:00.0000000Z,134.59,141.29,2174685.69,2019-03-01T00:00:00.0000000Z,45.37,60.29,546142.5244,2019-03-01T00:00:00.0000000Z,0.042789,0.069574,184693811.4,2019-03-01T00:00:00.0000000Z,0.084164,0.107759,153275997,2019-03-01T00:00:00.0000000Z,0.31247,0.30811,198608295.8,2019-03-01T00:00:00.0000000Z,50.85,58.18,56659.60633,2019-03-01T00:00:00.0000000Z,0.995,0.9975,51759979,2019-03-01T00:00:00.0000000Z,82.155,110.2,47508.95103
4,2019-04-01T00:00:00.0000000Z,4095.1,5272.2,203028.9655,2019-04-01T00:00:00.0000000Z,141.11,160.36,2906727.106,2019-04-01T00:00:00.0000000Z,60.08,73.51,866015.3863,2019-04-01T00:00:00.0000000Z,0.069363,0.06931,236411442.8,2019-04-01T00:00:00.0000000Z,0.107911,0.099763,148522318.6,2019-04-01T00:00:00.0000000Z,0.30808,0.30511,363524905.7,2019-04-01T00:00:00.0000000Z,58.7,60.03,85742.74261,2019-04-01T00:00:00.0000000Z,0.9972,0.9896,211549058.5,2019-04-01T00:00:00.0000000Z,110.2,110.1,83035.45055
5,2019-05-01T00:00:00.0000000Z,5272.2,8552.9,322176.7537,2019-05-01T00:00:00.0000000Z,160.31,267.56,4943665.872,2019-05-01T00:00:00.0000000Z,73.55,114.64,1289172.241,2019-05-01T00:00:00.0000000Z,0.069323,0.089212,340109459,2019-05-01T00:00:00.0000000Z,0.099763,0.133041,273352426.9,2019-05-01T00:00:00.0000000Z,0.30554,0.43844,763775619.9,2019-05-01T00:00:00.0000000Z,59.99,90.56,126844.8374,2019-05-01T00:00:00.0000000Z,0.9898,1.0005,161269652.3,2019-05-01T00:00:00.0000000Z,110.1,166,109560.3495
6,2019-06-01T00:00:00.0000000Z,8552.9,10752.3,362948.578,2019-06-01T00:00:00.0000000Z,267.48,289.5,2796162.798,2019-06-01T00:00:00.0000000Z,114.56,122,1463611.067,2019-06-01T00:00:00.0000000Z,0.089,0.082022,419634787,2019-06-01T00:00:00.0000000Z,0.133565,0.103835,225564898.5,2019-06-01T00:00:00.0000000Z,0.4375,0.39216,677425388.3,2019-06-01T00:00:00.0000000Z,90.32,102.11,153565.5112,2019-06-01T00:00:00.0000000Z,1.0002,0.99,129834534.3,2019-06-01T00:00:00.0000000Z,165.999,155.767,68210.05315
7,2019-07-01T00:00:00.0000000Z,10749.4,10090.1,358966.3673,2019-07-01T00:00:00.0000000Z,289.88,218.68,2200305.688,2019-07-01T00:00:00.0000000Z,122.34,98.85,1711143.644,2019-07-01T00:00:00.0000000Z,0.081446,0.060128,247609298.6,2019-07-01T00:00:00.0000000Z,0.104,0.08374,121266816.1,2019-07-01T00:00:00.0000000Z,0.39224,0.31997,445735427,2019-07-01T00:00:00.0000000Z,102.1,67.82,87978.33365,2019-07-01T00:00:00.0000000Z,0.99,1.0003,86000614.05,2019-07-01T00:00:00.0000000Z,155.26,108.404,49482.64467
8,2019-08-01T00:00:00.0000000Z,10090.3,9604.3,250229.9494,2019-08-01T00:00:00.0000000Z,218.55,171.92,1218410.42,2019-08-01T00:00:00.0000000Z,98.85,64.29,981525.4564,2019-08-01T00:00:00.0000000Z,0.060128,0.044879,261738347.2,2019-08-01T00:00:00.0000000Z,0.083779,0.062099,69616722.78,2019-08-01T00:00:00.0000000Z,0.31981,0.25799,307942855.6,2019-08-01T00:00:00.0000000Z,68.1,44.87,68618.95414,2019-08-01T00:00:00.0000000Z,1.0004,1.0002,68562743.97,2019-08-01T00:00:00.0000000Z,107.381,80,106272.6075
9,2019-09-01T00:00:00.0000000Z,9602.1,8310,195850.2667,2019-09-01T00:00:00.0000000Z,171.92,181.53,1690896.638,2019-09-01T00:00:00.0000000Z,64.53,56.12,725184.0713,2019-09-01T00:00:00.0000000Z,0.0448,0.038933,295518322.5,2019-09-01T00:00:00.0000000Z,0.062229,0.06193,153089693,2019-09-01T00:00:00.0000000Z,0.25785,0.25674,494293873.2,2019-09-01T00:00:00.0000000Z,44.89,38.84,79346.39387,2019-09-01T00:00:00.0000000Z,1.0003,1.0022,58055152.06,2019-09-01T00:00:00.0000000Z,80.034,70.59,104882.3753
10,2019-10-01T00:00:00.0000000Z,8310,9146.7,214846.34,2019-10-01T00:00:00.0000000Z,181.16,182.45,1430519.372,2019-10-01T00:00:00.0000000Z,56.07,58.41,600034.1394,2019-10-01T00:00:00.0000000Z,0.038754,0.04138,101712702.1,2019-10-01T00:00:00.0000000Z,0.06193,0.06488,90780815.16,2019-10-01T00:00:00.0000000Z,0.25705,0.2946,451157183.6,2019-10-01T00:00:00.0000000Z,38.67,37.42,75615.70289,2019-10-01T00:00:00.0000000Z,1.002,1.0007,57400468.57,2019-10-01T00:00:00.0000000Z,71,71.577,64322.38061
11,2019-11-01T00:00:00.0000000Z,9151.9,7558.9,180794.9073,2019-11-01T00:00:00.0000000Z,182.44,151.74,964307.3379,2019-11-01T00:00:00.0000000Z,58.35,47.23,596940.6092,2019-11-01T00:00:00.0000000Z,0.041096,0.040458,116737700.5,2019-11-01T00:00:00.0000000Z,0.06493,0.057313,210554989.9,2019-11-01T00:00:00.0000000Z,0.2946,0.22594,392257199.1,2019-11-01T00:00:00.0000000Z,37.52,29.02,79592.15967,2019-11-01T00:00:00.0000000Z,1.0011,1.001,61860842.9,2019-11-01T00:00:00.0000000Z,71.752,55.049,52776.04385
12,2019-12-01T00:00:00.0000000Z,7558.9,7168.3,144502.5403,2019-12-01T00:00:00.0000000Z,151.61,128.59,940901.6783,2019-12-01T00:00:00.0000000Z,47,41.15,417621.5922,2019-12-01T00:00:00.0000000Z,0.040289,0.032672,93542731.6,2019-12-01T00:00:00.0000000Z,0.057063,0.0447,117109010.6,2019-12-01T00:00:00.0000000Z,0.22591,0.1926,353168111.4,2019-12-01T00:00:00.0000000Z,28.96,27.41,99402.20446,2019-12-01T00:00:00.0000000Z,1.001,0.9963,63003189.43,2019-12-01T00:00:00.0000000Z,55.049,41.027,81160.08123