time,btc_price_close,eth_price_close,ltc_price_close,zec_price_close,usdt_price_close,xlm_price_close,xrp_price_close,dash_price_close,ada_price_close,sol_price_close,doge_price_close,lisk_price_close,waves_price_close,link_price_close
2020-12-31T00:00:00.0000000Z,32218.38,775.3,137.13,57.5,1.0009,0.127517,0.22108,86.919,0.177523,1.7909,0.0105776,1.143472,5.5972,12.20905
2021-01-03T00:00:00.0000000Z,34036.08,1103.73,159.03,59.95,1.0028,0.193685,0.22635,89.181,0.259869,2.1585,0.01,1.229452,5.5992,14.54549
2021-01-06T00:00:00.0000000Z,40622.87,1217.35,172.46,69.02,1.0011,0.297634,0.3211,96.696,0.304143,3.2364,0.009794,1.313675,5.5971,15.25904
2021-01-09T00:00:00.0000000Z,35494,1088.79,139.43,88.82,1.0008,0.272216,0.28781,125.121,0.275419,3.1455,0.0087557,1.242617,5.63,14.63654
2021-01-12T00:00:00.0000000Z,39127.1,1231.32,152.38,111.77,0.9989,0.303117,0.29573,132.664,0.311178,3.6316,0.0093892,1.353658,6.41,17.96932
2021-01-15T00:00:00.0000000Z,35810,1232.99,142.8,102.05,0.9997,0.3035,0.27732,123.742,0.381833,3.8204,0.0090783,1.40526,7.3756,23.3
2021-01-18T00:00:00.0000000Z,35489.1,1376.88,149.77,99.14,1.0007,0.293478,0.29534,121.408,0.375427,3.737,0.0090494,1.526393,7.1935,21.86624
2021-01-21T00:00:00.0000000Z,32123.61,1234.55,137.76,85.92,1.0008,0.270113,0.27176,105.179,0.34562,3.5204,0.0085614,1.364517,6.6019,24.80432
2021-01-24T00:00:00.0000000Z,32517.86,1367.98,134.79,89.26,1.0012,0.261816,0.26866,104.745,0.344232,4.0499,0.0082577,1.312699,6.7725,23.0445
2021-01-27T00:00:00.0000000Z,34272.02,1379.87,134.91,85.59,1.0004,0.293546,0.28314,104.722,0.347549,3.8499,0.0457876,1.316271,6.5013,22.75979
2021-01-30T00:00:00.0000000Z,33546.39,1374.6,132.04,88.57,1.0003,0.323012,0.37115,103.442,0.408881,4.6196,0.034816,1.390789,7.0034,22.9
2021-02-02T00:00:00.0000000Z,36993.27,1597.55,145.27,90.19,1.0011,0.3265,0.44619,111.039,0.440175,6.4401,0.0530146,1.433283,7.2526,24.53543
2021-02-05T00:00:00.0000000Z,38874.13,1615.32,150.95,92.56,1.0017,0.38634,0.41967,118.431,0.66356,6.6874,0.078,1.559203,8.0696,24.77212
2021-02-08T00:00:00.0000000Z,44908.73,1742.93,181.76,116.5,1.0008,0.415074,0.50568,139.914,0.941623,9.0707,0.0726688,2.301369,9.6788,26.85209
2021-02-11T00:00:00.0000000Z,47216.11,1818.01,226.62,176.27,1.0013,0.565684,0.63446,267.536,0.9137,8.7743,0.0663213,3.35,11.2445,34.25
2021-02-14T00:00:00.0000000Z,49163.4,1781.97,210.17,156.02,1.0002,0.485485,0.51985,249.453,0.871539,8.2766,0.0534781,3.22786,11.0529,31.98755
2021-02-17T00:00:00.0000000Z,55940.77,1957.68,236.69,180.75,1.0007,0.513111,0.56451,323.667,0.926,11.5369,0.0550204,3.849368,12.555,34.72048
2021-02-20T00:00:00.0000000Z,54121.6,1778.66,208.23,144.32,1.0007,0.463336,0.56619,272.504,1.098356,14.4975,0.0536837,3.33899,10.65,31.52699
2021-02-23T00:00:00.0000000Z,47069,1482.62,179.47,121.06,1,0.379628,0.43564,217.716,1.072966,13.7978,0.0499196,3.019464,9.6133,24.64701
2021-02-26T00:00:00.0000000Z,45213.99,1422.02,165.72,111.34,1.0016,0.406,0.41661,197.113,1.315604,13.3998,0.0482549,2.912001,8.8705,24.751
2021-03-01T00:00:00.0000000Z,50421.19,1567.86,187.61,127,1.0003,0.4214,0.44935,222.421,1.215688,14.1517,0.0505212,3.243666,9.9088,29.95
2021-03-04T00:00:00.0000000Z,48872.23,1651.83,182.85,125.21,1.0005,0.4025,0.46318,208.783,1.12848,13.0757,0.0509969,3.206368,10.0128,28.15
2021-03-07T00:00:00.0000000Z,54920.8,1871.99,203.98,138.08,1.0006,0.432675,0.48555,244.234,1.199001,14.865,0.0579873,3.411114,10.713,31.50646
2021-03-10T00:00:00.0000000Z,57222.91,1767.79,220.84,145.32,1,0.38699,0.43941,225.448,1.032901,14.55,0.0553272,3.149525,9.8791,28.37043
2021-03-13T00:00:00.0000000Z,55679.63,1795.07,200.82,135.21,1.0001,0.383419,0.43562,221.432,1.031434,14.1559,0.056956,3.306438,9.6404,27.45327
2021-03-16T00:00:00.0000000Z,57634.37,1776.4,199.65,143.05,0.9999,0.394688,0.46898,226.239,1.230974,14.1909,0.0573107,3.74,10.3362,29.4455
2021-03-19T00:00:00.0000000Z,57355.94,1784,195.53,148.24,1.0004,0.403546,0.5171,221.095,1.187002,14.3388,0.0575047,3.926577,9.9241,29.22443
2021-03-22T00:00:00.0000000Z,52283.88,1581.79,175.95,128.34,0.9999,0.36147,0.47929,191.278,1.068706,13.5958,0.0516006,4.293798,10.8404,24.87395
2021-03-25T00:00:00.0000000Z,55845.23,1713.88,184.14,133.51,1.0002,0.38145,0.54807,201.919,1.176839,16.4745,0.0543893,4.510304,11.8695,26.85165
2021-03-28T00:00:00.0000000Z,58799.98,1841.16,195.73,154.76,1.0003,0.401172,0.56336,216.364,1.213216,19.1036,0.0540824,5.950819,12.2957,27.82605
2021-03-31T00:00:00.0000000Z,58989.99,2134.68,211.5,169.41,1.0001,0.439514,0.60649,243.948,1.19136,19.7987,0.0576568,5.992722,13.0315,32.47581
2021-04-03T00:00:00.0000000Z,59128.34,2106.98,221.44,197.1,1,0.536585,0.91431,273.202,1.211715,23.0238,0.0598831,6.217113,12.7941,32.34133
2021-04-06T00:00:00.0000000Z,58079.35,2081.29,226.24,184.73,0.9998,0.504872,1.06262,267.473,1.219051,26.9959,0.0619028,6.84,13.6742,32.77382
2021-04-09T00:00:00.0000000Z,59967.76,2150.54,252.44,222.35,0.9993,0.583858,1.35243,286.585,1.2625,27.873,0.0743009,6.794443,15.5177,33.81571
2021-04-12T00:00:00.0000000Z,62971.33,2432.54,278.85,230.42,1.0001,0.636693,1.79979,305.394,1.446804,26.4532,0.1213415,6.049469,15.2462,40.46518
2021-04-15T00:00:00.0000000Z,60064.21,2318.7,301.1,280.18,1.001,0.592437,1.54211,357,1.372031,24.9411,0.2824127,6.498929,15.6036,40
2021-04-18T00:00:00.0000000Z,55908.81,2332.6,261.01,235.15,1.0011,0.503352,1.31253,304.585,1.269851,30.817,0.3181397,5.571254,13.4842,39.07167
2021-04-21T00:00:00.0000000Z,49913.06,2369.86,241.79,207.07,1.001,0.425288,1.17113,259.18,1.098799,36.2839,0.2299345,4.186034,13.5303,33.387
2021-04-24T00:00:00.0000000Z,54064.63,2534,247.65,227.17,1.0007,0.486243,1.365,279.004,1.238361,43.9748,0.271339,4.567452,18.5554,35.16494
2021-04-27T00:00:00.0000000Z,53595.5,2758.92,255.51,230.3,1.0005,0.490985,1.39984,286.775,1.307841,42.6562,0.3050122,5.289975,22.9753,36.4727
2021-04-30T00:00:00.0000000Z,56612.76,2952.09,269.1,243.23,1.0007,0.556143,1.56244,315.343,1.327791,46.94,0.3733501,5.691484,23.7481,39.51022
2021-05-03T00:00:00.0000000Z,57503.94,3529.66,356.46,292.15,1.0011,0.604939,1.61593,396.823,1.479527,45,0.6534159,6.19946,35.81,49.51
2021-05-06T00:00:00.0000000Z,58949.48,3917.26,347.72,315.75,1.0014,0.615505,1.56533,409.866,1.6235,45.748,0.6368522,8.491863,32.449,48.69612
2021-05-09T00:00:00.0000000Z,56758.02,4179.76,378.16,302.83,1.0011,0.736097,1.47957,426.998,1.765163,44.5667,0.4946197,9.338104,33.2845,48.85492
2021-05-12T00:00:00.0000000Z,49898.98,4080.51,326.67,305.76,1.0009,0.669938,1.4054,372.229,2.008375,42.8161,0.5595366,7.44038,33.2789,46.6303
2021-05-15T00:00:00.0000000Z,43570.56,3283.32,281.6,235.88,1.0005,0.643067,1.49543,294.573,2.031234,46.6945,0.4881126,5.812,27.064,37.24758
2021-05-18T00:00:00.0000000Z,40648.2,2775.07,211.11,183.53,1.002,0.495642,1.18153,227.62,1.800893,44.4021,0.3986665,5.143442,24.3108,30.68371
2021-05-21T00:00:00.0000000Z,34716.86,2099.58,142.72,114.53,1.0015,0.364133,0.7931,151.173,1.313675,24.5835,0.3067304,3.185417,14.8124,20.07747
2021-05-24T00:00:00.0000000Z,39297.37,2889.84,199.18,158.71,1.0015,0.443921,1.03307,214.032,1.78193,35.502,0.3531725,4.55192,17.4186,34.02843
2021-05-27T00:00:00.0000000Z,34615.22,2280.72,164.12,149.22,1.0007,0.367409,0.83177,177.082,1.403867,27.4472,0.3028928,3.28,13.1177,25.373
2021-05-30T00:00:00.0000000Z,36683.56,2634.42,182.98,154.31,0.9998,0.418204,1.01077,191.485,1.734232,31.0279,0.3702568,3.62828,13.196,30.71085
2021-06-02T00:00:00.0000000Z,36855.83,2690.68,178.63,155.41,1.0005,0.384785,0.96904,192.09,1.707847,37.448,0.3759836,3.52077,13.8878,28.83713
2021-06-05T00:00:00.0000000Z,33572.12,2592.47,161.98,135.84,1.0003,0.346986,0.86301,172.643,1.563884,38.2935,0.3315726,3.2,14.1837,24.59124
2021-06-08T00:00:00.0000000Z,36695.34,2471.59,168.05,134.01,1.0004,0.337986,0.86854,169.614,1.532428,41.0812,0.3257711,3.114963,14.0609,23.10995
2021-06-11T00:00:00.0000000Z,39038.74,2510.23,171.02,133.06,1.0001,0.345078,0.88289,172.671,1.558992,38.7028,0.3244807,2.909603,15.1888,23.34798
2021-06-14T00:00:00.0000000Z,38345.24,2367.73,166.61,137.32,0.9998,0.317276,0.83189,164.211,1.483493,39.6127,0.3076289,2.858378,16.9358,23.02161
2021-06-17T00:00:00.0000000Z,35487.73,2164.72,152.53,128.7,1.0001,0.289623,0.76057,152.057,1.384438,35.1826,0.286,2.556383,15.8848,20.27507
2021-06-20T00:00:00.0000000Z,32520,1881.65,119.83,106.45,1.0004,0.234674,0.54636,119.252,1.154341,26.9437,0.1905532,1.861415,12.4548,16.83557
2021-06-23T00:00:00.0000000Z,31586.49,1809.07,125,100.25,1,0.242488,0.61128,119.87,1.254708,28.6524,0.2376683,1.88,13.0231,16.91597
2021-06-26T00:00:00.0000000Z,34488.82,2083.79,137.69,117.92,1.0002,0.263478,0.64359,132.09,1.326,32.9414,0.2570808,2.196327,14.0747,18.80914
2021-06-29T00:00:00.0000000Z,33519.11,2107.01,137.16,120.24,1.0002,0.269655,0.66036,139.236,1.336065,33.3064,0.24446,2.534875,15.8814,18.24557
2021-07-02T00:00:00.0000000Z,35283.98,2323.15,144.94,120.17,1.0001,0.268186,0.69587,140.301,1.461191,34.329,0.2467129,2.793386,16.9932,19.26295
2021-07-05T00:00:00.0000000Z,33864.47,2316.82,137.42,118.42,1.0003,0.2566,0.65237,134.66,1.402358,36.6949,0.2241038,2.709948,16.5111,19.78487
2021-07-08T00:00:00.0000000Z,33512.93,2110.55,134.01,108.01,1,0.245427,0.62414,128.274,1.335006,31.7361,0.213564,2.467587,14.1838,18.21282
2021-07-11T00:00:00.0000000Z,32734.14,1940.76,131.44,104.05,1,0.232197,0.61799,123.73,1.265526,29.1061,0.1998594,2.593852,13.5255,16.90233
2021-07-14T00:00:00.0000000Z,31394.04,1877.22,120.68,93.25,1.0003,0.235184,0.59062,114.864,1.172784,26.2786,0.1721154,2.230319,13.422,15.26417
2021-07-17T00:00:00.0000000Z,30838.54,1818.44,113.17,89.01,1,0.211304,0.55724,137.423,1.121601,24.5151,0.1734999,2.299905,13,14.5072
2021-07-20T00:00:00.0000000Z,32290.78,2024.75,120.74,96.85,1.0001,0.260946,0.59332,143.215,1.183974,27.734,0.1909662,2.277556,14.0805,16.03242
2021-07-23T00:00:00.0000000Z,35418.7,2193.03,127.75,100.52,1.0007,0.261715,0.60678,139.411,1.229793,28.2474,0.1980366,2.532981,15.3577,16.76463
2021-07-26T00:00:00.0000000Z,40030,2300.42,140.47,105.9,1.0003,0.270146,0.73364,152.596,1.286563,27.8976,0.2055999,2.652598,15.5848,19.08526
2021-07-29T00:00:00.0000000Z,41493,2533.74,144.43,111.18,1.0007,0.284442,0.74644,163.74,1.318233,36.8078,0.207632,3.222598,16.5839,22.70594
2021-08-01T00:00:00.0000000Z,38198.69,2508.31,138.48,113.84,1,0.273909,0.71242,156.143,1.368559,34.1092,0.19608,3.181019,15.998,23.94731
2021-08-04T00:00:00.0000000Z,42845.11,2892.98,148.09,126.96,1.0004,0.284779,0.74685,167.374,1.400905,39.5231,0.2045139,4.055157,16.5639,23.8512
2021-08-07T00:00:00.0000000Z,46302.14,3162.34,166.42,130.38,1.0002,0.298937,0.81959,179.275,1.476611,38.7104,0.2567171,3.921245,17.2994,24.21702
2021-08-10T00:00:00.0000000Z,44432.59,3047.21,165.51,133.53,1.0004,0.328791,0.96577,180.316,1.8316,41.1078,0.2640885,3.976144,19.7981,24.93375
2021-08-13T00:00:00.0000000Z,47023.87,3310.93,184.76,155.61,1.0008,0.391365,1.28584,215.975,2.170323,53.562,0.3405001,4.415655,24.9925,27.89999